valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
Santa Cruz,SANTA CRUZ,SANTA CRUZ,SANTA CRUZ,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,52699,SANTACRUZ,NARIÑO,94.74,52378,LA CRUZ,NARIÑO,70.59,13683,SANTA ROSA,BOLÍVAR,70.0,SANTA CRUZ,,SANTA CRUZ,SANTA CRUZ,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.74, margen 20.66)",13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,74.07,SANTA CRUZ MOMPOX,52378,LA CRUZ,NARIÑO,70.59,LA CRUZ,19701,SANTA ROSA,CAUCA,70.0,SANTA ROSA
Santa Cruz de Lorica,SANTA CRUZ DE LORICA,SANTA CRUZ DE LORICA,SANTA CRUZ DE LORICA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,75.0,66682,SANTA ROSA DE CABAL,RISARALDA,66.67,19698,SANTANDER DE QUILICHAO,CAUCA,66.67,SANTA CRUZ DE LORICA,,SANTA CRUZ DE LORICA,SANTA CRUZ LORICA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (70.59, margen 1.36)",13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,70.59,SANTA CRUZ MOMPOX,19701,SANTA ROSA,CAUCA,66.67,SANTA ROSA,99624,SANTA ROSALÍA,VICHADA,66.67,SANTA ROSALIA
Santa Cruz de Lorica Cordoba,SANTA CRUZ DE LORICA CORDOBA,SANTA CRUZ DE LORICA CORDOBA,SANTA CRUZ DE LORICA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,75.0,66682,SANTA ROSA DE CABAL,RISARALDA,66.67,19698,SANTANDER DE QUILICHAO,CAUCA,66.67,SANTA CRUZ DE LORICA CORDOBA,CORDOBA,SANTA CRUZ DE LORICA,SANTA CRUZ LORICA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,70.59,SANTA CRUZ MOMPOX,23678,SAN CARLOS,CÓRDOBA,67.26,SAN CARLOS,19701,SANTA ROSA,CAUCA,66.67,SANTA ROSA
"Santa Marta , D.T.C",SANTA MARTA D T C,SANTA MARTA D T C,SANTA MARTA D T C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47001,SANTA MARTA,MAGDALENA,78.57,15690,SANTA MARÍA,BOYACÁ,71.43,41676,SANTA MARÍA,HUILA,71.43,SANTA MARTA D T C,,SANTA MARTA D T C,SANTA MARTA T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (91.67, margen 8.33)",47001,SANTA MARTA,MAGDALENA,91.67,SANTA MARTA,41676,SANTA MARÍA,HUILA,83.33,SANTA MARIA,47707,SANTA ANA,MAGDALENA,72.73,SANTA ANA
"Santander de Quilichao , Cauca",SANTANDER DE QUILICHAO CAUCA,SANTANDER DE QUILICHAO CAUCA,DE QUILICHAO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19698,SANTANDER DE QUILICHAO,CAUCA,74.59,54261,EL ZULIA,NORTE DE SANTANDER,60.0,66594,QUINCHÍA,RISARALDA,60.0,SANTAN DER DE QUILICHAO CAUCA,SANTAN DER,DE QUILICHAO CAUCA,QUILICHAO CAUCA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05154,CAUCASIA,ANTIOQUIA,60.87,CAUCACIA,54223,CUCUTILLA,NORTE DE SANTANDER,58.33,CUCUTILLA,19698,SANTANDER DE QUILICHAO,CAUCA,57.14,SANTAN DER QUILICHAO
Santander de Quilichao -Cauca,SANTANDER DE QUILICHAO CAUCA,SANTANDER DE QUILICHAO CAUCA,DE QUILICHAO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19698,SANTANDER DE QUILICHAO,CAUCA,74.59,54261,EL ZULIA,NORTE DE SANTANDER,60.0,66594,QUINCHÍA,RISARALDA,60.0,SANTAN DER DE QUILICHAO CAUCA,SANTAN DER,DE QUILICHAO CAUCA,QUILICHAO CAUCA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05154,CAUCASIA,ANTIOQUIA,60.87,CAUCACIA,54223,CUCUTILLA,NORTE DE SANTANDER,58.33,CUCUTILLA,19698,SANTANDER DE QUILICHAO,CAUCA,57.14,SANTAN DER QUILICHAO
Santander de Quilichao Cauca,SANTANDER DE QUILICHAO CAUCA,SANTANDER DE QUILICHAO CAUCA,DE QUILICHAO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19698,SANTANDER DE QUILICHAO,CAUCA,74.59,54261,EL ZULIA,NORTE DE SANTANDER,60.0,66594,QUINCHÍA,RISARALDA,60.0,SANTAN DER DE QUILICHAO CAUCA,SANTAN DER,DE QUILICHAO CAUCA,QUILICHAO CAUCA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05154,CAUCASIA,ANTIOQUIA,60.87,CAUCACIA,54223,CUCUTILLA,NORTE DE SANTANDER,58.33,CUCUTILLA,19698,SANTANDER DE QUILICHAO,CAUCA,57.14,SANTAN DER QUILICHAO
"Santander de Quilichao, Cauca",SANTANDER DE QUILICHAO CAUCA,SANTANDER DE QUILICHAO CAUCA,DE QUILICHAO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19698,SANTANDER DE QUILICHAO,CAUCA,74.59,54261,EL ZULIA,NORTE DE SANTANDER,60.0,66594,QUINCHÍA,RISARALDA,60.0,SANTAN DER DE QUILICHAO CAUCA,SANTAN DER,DE QUILICHAO CAUCA,QUILICHAO CAUCA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05154,CAUCASIA,ANTIOQUIA,60.87,CAUCACIA,54223,CUCUTILLA,NORTE DE SANTANDER,58.33,CUCUTILLA,19698,SANTANDER DE QUILICHAO,CAUCA,57.14,SANTAN DER QUILICHAO
Santiago de Ca,SANTIAGO DE CA,SANTIAGO DE CA,SANTIAGO DE CA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,93.33,70820,SANTIAGO DE TOLÚ,SUCRE,80.0,66682,SANTA ROSA DE CABAL,RISARALDA,72.73,SANTIAGO DE CA,,SANTIAGO DE CA,SANTIAGO CA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (91.67, margen 7.46)",76001,SANTIAGO DE CALI,VALLE DEL CAUCA,91.67,SANTIAGO CALI,86760,SANTIAGO,PUTUMAYO,84.21,SANTIAGO,08675,SANTA LUCÍA,ATLÁNTICO,72.73,SANTA LUCIA
"Santiago de Cali , 07 de junio del 2023",SANTIAGO DE CALI 07 DE JUNIO DEL 2023,SANTIAGO DE CALI 07 DE JUNIO DEL 2023,SANTIAGO DE CALI 07 DE JUNIO DEL 2023,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,60.38,70820,SANTIAGO DE TOLÚ,SUCRE,52.83,66682,SANTA ROSA DE CABAL,RISARALDA,46.43,SANTIAGO DE CALI 07 DE JUNIO DEL 2023,,SANTIAGO DE CALI 07 DE JUNIO DEL 2023,SANTIAGO CALI 07 JUNIO 2023,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,65.12,SANTIAGO DE CALI,13673,SANTA CATALINA,BOLÍVAR,53.66,SANTA CATALINA,66682,SANTA ROSA DE CABAL,RISARALDA,51.16,SANTA ROSA CABAL
"Santiago de Cali , 15",SANTIAGO DE CALI 15,SANTIAGO DE CALI 15,SANTIAGO DE CALI 15,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,91.43,70820,SANTIAGO DE TOLÚ,SUCRE,74.29,66682,SANTA ROSA DE CABAL,RISARALDA,68.42,SANTIAGO DE CALI 15,,SANTIAGO DE CALI 15,SANTIAGO CALI 15,PENDIENTE,,,,,,"mejor fuzzy insuficiente (89.66, margen 20.69)",76001,SANTIAGO DE CALI,VALLE DEL CAUCA,89.66,SANTIAGO CALI,13673,SANTA CATALINA,BOLÍVAR,66.67,SANTA CATALINA,86760,SANTIAGO,PUTUMAYO,66.67,SANTIAGO
Seguridad Vial de Tuluá Valle,SEGURIDAD VIAL DE TULUA VALLE,SEGURIDAD VIAL DE TULUA VALLE,SEGURIDAD VIAL DE TULUA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15332,GÜICÁN DE LA SIERRA,BOYACÁ,50.0,70820,SANTIAGO DE TOLÚ,SUCRE,48.89,15407,VILLA DE LEYVA,BOYACÁ,46.51,SEGURIDAD VIAL DE TULUA VALLE,VALLE DEL CAUCA,SEGURIDAD VIAL DE TULUA,SEGURIDAD VIAL TULUA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (59.85, margen 1.85)",15332,GÜICÁN DE LA SIERRA,BOYACÁ,56.41,GUICAN DE LA SIERRA,76243,EL ÁGUILA,VALLE DEL CAUCA,56.28,EL AGUILA,25326,GUATAVITA,CUNDINAMARCA,55.17,GUATAVITA
Simón Bolívar,SIMON BOLIVAR,SIMON BOLIVAR,SIMON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19533,PIAMONTE,CAUCA,61.54,68745,SIMACOTA,SANTANDER,61.54,68307,GIRÓN,SANTANDER,60.0,SIMON BOLIVAR,BOLIVAR,SIMON,SIMON,PENDIENTE,,,,,,"mejor fuzzy insuficiente (62.55, margen 1.01)",13744,SIMITÍ,BOLÍVAR,62.55,SIMITI,19533,PIAMONTE,CAUCA,61.54,PIAMONTE,68745,SIMACOTA,SANTANDER,61.54,SIMACOTA
Sincé ( Sucre ),SINCE SUCRE,SINCE SUCRE,SINCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70001,SINCELEJO,SUCRE,75.43,70771,SUCRE,SUCRE,64.0,68549,PINCHOTE,SANTANDER,61.54,SINCE SUCRE,SUCRE,SINCE,SINCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (79.43, margen 11.43)",70001,SINCELEJO,SUCRE,79.43,SINCELEJO,70771,SUCRE,SUCRE,68.0,SUCRE,68549,PINCHOTE,SANTANDER,61.54,PINCHOTE
"Sincé , Sucre",SINCE SUCRE,SINCE SUCRE,SINCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70001,SINCELEJO,SUCRE,75.43,70771,SUCRE,SUCRE,64.0,68549,PINCHOTE,SANTANDER,61.54,SINCE SUCRE,SUCRE,SINCE,SINCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (79.43, margen 11.43)",70001,SINCELEJO,SUCRE,79.43,SINCELEJO,70771,SUCRE,SUCRE,68.0,SUCRE,68549,PINCHOTE,SANTANDER,61.54,PINCHOTE
Sincé - Sucre,SINCE SUCRE,SINCE SUCRE,SINCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70001,SINCELEJO,SUCRE,75.43,70771,SUCRE,SUCRE,64.0,68549,PINCHOTE,SANTANDER,61.54,SINCE SUCRE,SUCRE,SINCE,SINCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (79.43, margen 11.43)",70001,SINCELEJO,SUCRE,79.43,SINCELEJO,70771,SUCRE,SUCRE,68.0,SUCRE,68549,PINCHOTE,SANTANDER,61.54,PINCHOTE
"Sincé,  Sucre",SINCE SUCRE,SINCE SUCRE,SINCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70001,SINCELEJO,SUCRE,75.43,70771,SUCRE,SUCRE,64.0,68549,PINCHOTE,SANTANDER,61.54,SINCE SUCRE,SUCRE,SINCE,SINCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (79.43, margen 11.43)",70001,SINCELEJO,SUCRE,79.43,SINCELEJO,70771,SUCRE,SUCRE,68.0,SUCRE,68549,PINCHOTE,SANTANDER,61.54,PINCHOTE
Sincé- Sucre,SINCE SUCRE,SINCE SUCRE,SINCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70001,SINCELEJO,SUCRE,75.43,70771,SUCRE,SUCRE,64.0,68549,PINCHOTE,SANTANDER,61.54,SINCE SUCRE,SUCRE,SINCE,SINCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (79.43, margen 11.43)",70001,SINCELEJO,SUCRE,79.43,SINCELEJO,70771,SUCRE,SUCRE,68.0,SUCRE,68549,PINCHOTE,SANTANDER,61.54,PINCHOTE
Soacha ( Cund . ),SOACHA CUND,SOACHA CUND,SOACHA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25754,SOACHA,CUNDINAMARCA,70.59,23660,SAHAGÚN,CÓRDOBA,66.67,15757,SOCHA,BOYACÁ,62.5,SOACHA CUND,,SOACHA CUND,SOACHA CUND,PENDIENTE,,,,,,"mejor fuzzy insuficiente (70.59, margen 3.92)",25754,SOACHA,CUNDINAMARCA,70.59,SOACHA,52207,CONSACÁ,NARIÑO,66.67,CONSACA,15757,SOCHA,BOYACÁ,62.5,SOCHA
"Socorro , Catorce",SOCORRO CATORCE,SOCORRO CATORCE,SOCORRO CATORCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68755,SOCORRO,SANTANDER,63.64,15215,CORRALES,BOYACÁ,52.17,86569,PUERTO CAICEDO,PUTUMAYO,48.28,SOCORRO CATORCE,,SOCORRO CATORCE,SOCORRO CATORCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (63.64, margen 9.79)",68755,SOCORRO,SANTANDER,63.64,SOCORRO,68524,PALMAS DEL SOCORRO,SANTANDER,62.07,PALMAS SOCORRO,68217,COROMORO,SANTANDER,60.87,COROMORO
"Socorro , veintiocho",SOCORRO VEINTIOCHO,SOCORRO VEINTIOCHO,SOCORRO VEINTIOCHO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19212,CORINTO,CAUCA,56.0,68755,SOCORRO,SANTANDER,56.0,47161,CERRO DE SAN ANTONIO,MAGDALENA,52.63,SOCORRO VEINTIOCHO,,SOCORRO VEINTIOCHO,SOCORRO VEINTIOCHO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (56.00, margen 0.00)",19212,CORINTO,CAUCA,56.0,CORINTO,68755,SOCORRO,SANTANDER,56.0,SOCORRO,15761,SOMONDOCO,BOYACÁ,51.85,SOMONDOCO
"Sogamoso , treinta",SOGAMOSO TREINTA,SOGAMOSO TREINTA,SOGAMOSO TREINTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15759,SOGAMOSO,BOYACÁ,66.67,54720,SARDINATA,NORTE DE SANTANDER,56.0,68298,GÁMBITA,SANTANDER,52.17,SOGAMOSO TREINTA,,SOGAMOSO TREINTA,SOGAMOSO TREINTA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (66.67, margen 10.67)",15759,SOGAMOSO,BOYACÁ,66.67,SOGAMOSO,54720,SARDINATA,NORTE DE SANTANDER,56.0,SARDINATA,20032,ASTREA,CESAR,54.55,ASTREA
"Soledad , Catorce",SOLEDAD CATORCE,SOLEDAD CATORCE,SOLEDAD CATORCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8758,SOLEDAD,ATLÁNTICO,63.64,50350,LA MACARENA,META,53.85,15401,LA VICTORIA,BOYACÁ,53.85,SOLEDAD CATORCE,,SOLEDAD CATORCE,SOLEDAD CATORCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (63.64, margen 9.79)",08758,SOLEDAD,ATLÁNTICO,63.64,SOLEDAD,52051,ARBOLEDA,NARIÑO,60.87,ARBOLEDA,54051,ARBOLEDAS,NORTE DE SANTANDER,58.33,ARBOLEDAS
Soledad- Veintiocho,SOLEDAD VEINTIOCHO,SOLEDAD VEINTIOCHO,SOLEDAD VEINTIOCHO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8758,SOLEDAD,ATLÁNTICO,56.0,18756,SOLANO,CAQUETÁ,50.0,15401,LA VICTORIA,BOYACÁ,48.28,SOLEDAD VEINTIOCHO,,SOLEDAD VEINTIOCHO,SOLEDAD VEINTIOCHO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (62.07, margen 6.07)",13760,SOPLAVIENTO,BOLÍVAR,62.07,SOPLAVIENTO,08758,SOLEDAD,ATLÁNTICO,56.0,SOLEDAD,18756,SOLANO,CAQUETÁ,50.0,SOLANO
Sucre Sder,SUCRE SDER,SUCRE SDER,SDER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,17042,ANSERMA,CALDAS,54.55,76563,PRADERA,VALLE DEL CAUCA,54.55,70717,SAN PEDRO,SUCRE,50.15,SUCRE SDER,SUCRE,SDER,SDER,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,19392,LA SIERRA,CAUCA,60.0,SIERRA,17042,ANSERMA,CALDAS,54.55,ANSERMA,76563,PRADERA,VALLE DEL CAUCA,54.55,PRADERA
TENJO CUNDINAMRCA,TENJO CUNDINAMRCA,TENJO CUNDINAMRCA,TENJO CUNDINAMRCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19548,PIENDAMÓ - TUNÍA,CAUCA,51.61,27810,UNIÓN PANAMERICANA,CHOCÓ,51.43,54800,TEORAMA,NORTE DE SANTANDER,50.0,TENJO CUNDINAMRCA,,TENJO CUNDINAMRCA,TENJO CUNDINAMRCA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (51.61, margen 0.18)",05134,CAMPAMENTO,ANTIOQUIA,51.85,CAMPAMENTO,23189,CIÉNAGA DE ORO,CÓRDOBA,51.61,CIENAGA DE ORO,27810,UNIÓN PANAMERICANA,CHOCÓ,51.43,UNION PANAMERICANA
TESORERO MUNICIPAL DE TURBANA BOLIVAR,TESORERO MUNICIPAL DE TURBANA BOLIVAR,TESORERO MUNICIPAL DE TURBANA BOLIVAR,TESORERO MUNICIPAL DE TURBANA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5659,SAN JUAN DE URABÁ,ANTIOQUIA,52.17,50110,BARRANCA DE UPÍA,META,48.89,50683,SAN JUAN DE ARAMA,META,47.83,TESORERO MUNICIPAL DE TURBANA BOLIVAR,BOLIVAR,TESORERO MUNICIPAL DE TURBANA,TESORERO TURBANA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (68.87, margen 10.54)",13838,TURBANA,BOLÍVAR,68.87,TURBANA,05761,SOPETRÁN,ANTIOQUIA,58.33,SOPETRAN,54385,LA ESPERANZA,NORTE DE SANTANDER,56.0,ESPERANZA
TIBANÁ ( BOY ),TIBANA BOY,TIBANA BOY,TIBANA BOY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15804,TIBANÁ,BOYACÁ,75.0,73411,LÍBANO,TOLIMA,62.5,41807,TIMANÁ,HUILA,62.5,TIBANA BOY,,TIBANA BOY,TIBANA BOY,PENDIENTE,,,,,,"mejor fuzzy insuficiente (75.00, margen 12.50)",15804,TIBANÁ,BOYACÁ,75.0,TIBANA,15104,BOYACÁ,BOYACÁ,62.5,BOYACA,41807,TIMANÁ,HUILA,62.5,TIMANA
TIBANÁ BOY,TIBANA BOY,TIBANA BOY,TIBANA BOY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15804,TIBANÁ,BOYACÁ,75.0,73411,LÍBANO,TOLIMA,62.5,41807,TIMANÁ,HUILA,62.5,TIBANA BOY,,TIBANA BOY,TIBANA BOY,PENDIENTE,,,,,,"mejor fuzzy insuficiente (75.00, margen 12.50)",15804,TIBANÁ,BOYACÁ,75.0,TIBANA,15104,BOYACÁ,BOYACÁ,62.5,BOYACA,41807,TIMANÁ,HUILA,62.5,TIMANA
TIBU N DE S,TIBU N DE S,TIBU N DE S,TIBU N DE S,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8372,JUAN DE ACOSTA,ATLÁNTICO,56.0,54810,TIBÚ,NORTE DE SANTANDER,53.33,86749,SIBUNDOY,PUTUMAYO,52.63,TIBU N DE S,,TIBU N DE S,TIBU N S,PENDIENTE,,,,,,"mejor fuzzy insuficiente (66.67, margen 9.52)",54810,TIBÚ,NORTE DE SANTANDER,66.67,TIBU,25805,TIBACUY,CUNDINAMARCA,53.33,TIBACUY,19809,TIMBIQUÍ,CAUCA,50.0,TIMBIQUI
TOCAIMA 258152042001,TOCAIMA 258152042001,TOCAIMA 258152042001,TOCAIMA 258152042001,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25815,TOCAIMA,CUNDINAMARCA,51.85,25491,NOCAIMA,CUNDINAMARCA,44.44,25817,TOCANCIPÁ,CUNDINAMARCA,41.38,TOCAIMA 258152042001,,TOCAIMA 258152042001,TOCAIMA 258152042001,PENDIENTE,,,,,,"mejor fuzzy insuficiente (51.85, margen 7.41)",25815,TOCAIMA,CUNDINAMARCA,51.85,TOCAIMA,25491,NOCAIMA,CUNDINAMARCA,44.44,NOCAIMA,25817,TOCANCIPÁ,CUNDINAMARCA,41.38,TOCANCIPA
TOLEDO DE SANTANDER,TOLEDO DE SANTANDER,TOLEDO DE SANTANDER,TOLEDO DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5819,TOLEDO,ANTIOQUIA,80.0,54820,TOLEDO,NORTE DE SANTANDER,80.0,8758,SOLEDAD,ATLÁNTICO,62.5,TOLEDO DE SANTAN DER,SANTAN DER,TOLEDO DE,TOLEDO,PENDIENTE,,,,,,nombre exacto pero ambiguo entre varios municipios,54820,TOLEDO,NORTE DE SANTANDER,100.0,TOLEDO,08758,SOLEDAD,ATLÁNTICO,61.54,SOLEDAD,25245,EL COLEGIO,CUNDINAMARCA,61.54,COLEGIO
TOLUVIEJO - SUCRE,TOLUVIEJO SUCRE,TOLUVIEJO SUCRE,TOLUVIEJO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13600,RÍO VIEJO,BOLÍVAR,66.67,5819,TOLEDO,ANTIOQUIA,66.67,54820,TOLEDO,NORTE DE SANTANDER,66.67,TOLUVIEJO SUCRE,SUCRE,TOLUVIEJO,TOLUVIEJO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (74.67, margen 8.00)",70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,74.67,SAN JOSE TOLUVIEJO,54820,TOLEDO,NORTE DE SANTANDER,66.67,TOLEDO,13600,RÍO VIEJO,BOLÍVAR,66.67,RIO VIEJO
TOLUVIEJO-SUCRE,TOLUVIEJO SUCRE,TOLUVIEJO SUCRE,TOLUVIEJO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13600,RÍO VIEJO,BOLÍVAR,66.67,5819,TOLEDO,ANTIOQUIA,66.67,54820,TOLEDO,NORTE DE SANTANDER,66.67,TOLUVIEJO SUCRE,SUCRE,TOLUVIEJO,TOLUVIEJO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (74.67, margen 8.00)",70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,74.67,SAN JOSE TOLUVIEJO,54820,TOLEDO,NORTE DE SANTANDER,66.67,TOLEDO,13600,RÍO VIEJO,BOLÍVAR,66.67,RIO VIEJO
TOPAIPI CUNDUNAMARCA,TOPAIPI CUNDUNAMARCA,TOPAIPI CUNDUNAMARCA,TOPAIPI CUNDUNAMARCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25823,TOPAIPÍ,CUNDINAMARCA,51.85,73124,CAJAMARCA,TOLIMA,48.28,27810,UNIÓN PANAMERICANA,CHOCÓ,47.37,TOPAIPI CUNDUNAMARCA,,TOPAIPI CUNDUNAMARCA,TOPAIPI CUNDUNAMARCA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (51.85, margen 3.58)",25823,TOPAIPÍ,CUNDINAMARCA,51.85,TOPAIPI,25148,CAPARRAPÍ,CUNDINAMARCA,48.28,CAPARRAPI,73124,CAJAMARCA,TOLIMA,48.28,CAJAMARCA
TORO VALE,TORO VALE,TORO VALE,TORO VALE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,62.5,13473,MORALES,BOLÍVAR,62.5,19473,MORALES,CAUCA,62.5,TORO VALE,,TORO VALE,TORO VALE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (62.50, margen 0.00)",19473,MORALES,CAUCA,62.5,MORALES,70215,COROZAL,SUCRE,62.5,COROZAL,76823,TORO,VALLE DEL CAUCA,61.54,TORO
TRANSPORTE DE BOLÍVAR,TRANSPORTE DE BOLIVAR,TRANSPORTE DE BOLIVAR,TRANSPORTE DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,81220,CRAVO NORTE,ARAUCA,58.33,15720,SATIVANORTE,BOYACÁ,58.33,13074,BARRANCO DE LOBA,BOLÍVAR,52.28,TRANSPORTE DE BOLIVAR,BOLIVAR,TRANSPORTE DE,TRANSPORTE,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,15720,SATIVANORTE,BOYACÁ,66.67,SATIVANORTE,81220,CRAVO NORTE,ARAUCA,66.67,CRAVO NORTE,85263,PORE,CASANARE,57.14,PORE
TULUA VALE,TULUA VALE,TULUA VALE,TULUA VALE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76834,TULUÁ,VALLE DEL CAUCA,66.67,25377,LA CALERA,CUNDINAMARCA,63.16,19397,LA VEGA,CAUCA,58.82,TULUA VALE,,TULUA VALE,TULUA VALE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (66.67, margen 3.51)",76834,TULUÁ,VALLE DEL CAUCA,66.67,TULUA,86865,VALLE DEL GUAMUEZ,PUTUMAYO,60.87,VALLE GUAMUEZ,25402,LA VEGA,CUNDINAMARCA,58.82,LA VEGA
TUMACO - NARIÑO,TUMACO NARINO,TUMACO NARINO,TUMACO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,76.92,73067,ATACO,TOLIMA,72.73,5425,MACEO,ANTIOQUIA,72.73,TUMACO NARINO,NARINO,TUMACO,TUMACO,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,13836,TURBACO,BOLÍVAR,76.92,TURBACO,05425,MACEO,ANTIOQUIA,72.73,MACEO,15790,TASCO,BOYACÁ,72.73,TASCO
