valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
CALI VALLE,CALI VALLE,CALI VALLE,CALI VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76126,CALIMA,VALLE DEL CAUCA,62.5,23090,CANALETE,CÓRDOBA,55.56,5150,CAROLINA,ANTIOQUIA,55.56,CALI VALLE,VALLE DEL CAUCA,CALI,CALI,AUTOAPROBADO,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: CALI,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,100.0,CALI,76126,CALIMA,VALLE DEL CAUCA,88.0,CALIMA,05885,YALÍ,ANTIOQUIA,75.0,YALI
CALI- VALLE,CALI VALLE,CALI VALLE,CALI VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76126,CALIMA,VALLE DEL CAUCA,62.5,23090,CANALETE,CÓRDOBA,55.56,5150,CAROLINA,ANTIOQUIA,55.56,CALI VALLE,VALLE DEL CAUCA,CALI,CALI,AUTOAPROBADO,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: CALI,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,100.0,CALI,76126,CALIMA,VALLE DEL CAUCA,88.0,CALIMA,05885,YALÍ,ANTIOQUIA,75.0,YALI
CARAGENA DE INDIAS,CARAGENA DE INDIAS,CARAGENA DE INDIAS,CARAGENA DE INDIAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,97.3,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,73.68,25001,AGUA DE DIOS,CUNDINAMARCA,66.67,CARAGENA DE INDIAS,,CARAGENA DE INDIAS,CARAGENA INDIAS,AUTOAPROBADO,13001,CARTAGENA DE INDIAS,BOLÍVAR,fuzzy_corto_fuerte,96.77,fuzzy fuerte con alias 'CARTAGENA INDIAS' y margen 25.81,13001,CARTAGENA DE INDIAS,BOLÍVAR,96.77,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.97,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,66.67,ARGENTINA
CARTAG VALLE,CARTAG VALLE,CARTAG VALLE,CARTAG VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13160,CANTAGALLO,BOLÍVAR,72.73,76147,CARTAGO,VALLE DEL CAUCA,63.16,68169,CHARTA,SANTANDER,55.56,CARTAG VALLE,VALLE DEL CAUCA,CARTAG,CARTAG,AUTOAPROBADO,76147,CARTAGO,VALLE DEL CAUCA,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'CARTAGO' y margen 16.97,76147,CARTAGO,VALLE DEL CAUCA,100.0,CARTAGO,68169,CHARTA,SANTANDER,83.33,CHARTA,05145,CARAMANTA,ANTIOQUIA,66.67,CARAMANTA
CARTAGEANA DE INDIAS,CARTAGEANA DE INDIAS,CARTAGEANA DE INDIAS,CARTAGEANA DE INDIAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,97.44,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,75.0,25001,AGUA DE DIOS,CUNDINAMARCA,62.5,CARTAGEANA DE INDIAS,,CARTAGEANA DE INDIAS,CARTAGEANA INDIAS,AUTOAPROBADO,13001,CARTAGENA DE INDIAS,BOLÍVAR,fuzzy_corto_fuerte,96.97,fuzzy fuerte con alias 'CARTAGENA INDIAS' y margen 24.24,13001,CARTAGENA DE INDIAS,BOLÍVAR,96.97,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,72.73,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,61.54,ARGENTINA
CARTAGENA DE INDAS,CARTAGENA DE INDAS,CARTAGENA DE INDAS,CARTAGENA DE INDAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,97.3,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,78.95,50110,BARRANCA DE UPÍA,META,64.71,CARTAGENA DE INDAS,,CARTAGENA DE INDAS,CARTAGENA INDAS,AUTOAPROBADO,13001,CARTAGENA DE INDIAS,BOLÍVAR,fuzzy_corto_fuerte,96.77,fuzzy fuerte con alias 'CARTAGENA INDIAS' y margen 19.35,13001,CARTAGENA DE INDIAS,BOLÍVAR,96.77,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,77.42,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,66.67,ARGENTINA
CARTAGENA DE INDIA,CARTAGENA DE INDIA,CARTAGENA DE INDIA,CARTAGENA DE INDIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,97.3,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,78.95,50110,BARRANCA DE UPÍA,META,64.71,CARTAGENA DE INDIA,,CARTAGENA DE INDIA,CARTAGENA INDIA,AUTOAPROBADO,13001,CARTAGENA DE INDIAS,BOLÍVAR,fuzzy_corto_fuerte,96.77,fuzzy fuerte con alias 'CARTAGENA INDIAS' y margen 19.35,13001,CARTAGENA DE INDIAS,BOLÍVAR,96.77,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,77.42,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,66.67,ARGENTINA
CASTILA LA NUEVA META,CASTILA LA NUEVA META,CASTILA LA NUEVA META,CASTILA LA NUEVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50150,CASTILLA LA NUEVA,META,100.0,13873,VILLANUEVA,BOLÍVAR,69.23,44874,VILLANUEVA,LA GUAJIRA,69.23,CASTILA LA NUEVA META,META,CASTILA LA NUEVA,CASTILA NUEVA,AUTOAPROBADO,50150,CASTILLA LA NUEVA,META,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'CASTILLA NUEVA' y margen 34.73,50150,CASTILLA LA NUEVA,META,100.0,CASTILLA NUEVA,50251,EL CASTILLO,META,74.67,EL CASTILLO,85440,VILLANUEVA,CASANARE,69.57,VILLANUEVA
CAUCACIA  ANTIOQUIA,CAUCACIA ANTIOQUIA,CAUCACIA ANTIOQUIA,CAUCACIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5154,CAUCASIA,ANTIOQUIA,91.5,50006,ACACÍAS,META,80.0,15224,CUCAITA,BOYACÁ,80.0,CAUCACIA ANTIOQUIA,ANTIOQUIA,CAUCACIA,CAUCACIA,AUTOAPROBADO,05154,CAUCASIA,ANTIOQUIA,alias_manual_exacto,99.0,alias manual exacto: CAUCACIA,05154,CAUCASIA,ANTIOQUIA,100.0,CAUCACIA,15224,CUCAITA,BOYACÁ,80.0,CUCAITA,50006,ACACÍAS,META,80.0,ACACIAS
CODAZZI,CODAZZI,CODAZZI,CODAZZI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20013,AGUSTÍN CODAZZI,CESAR,63.64,25181,CHOACHÍ,CUNDINAMARCA,57.14,73217,COYAIMA,TOLIMA,57.14,CODAZZI,,CODAZZI,CODAZZI,AUTOAPROBADO,20013,AGUSTÍN CODAZZI,CESAR,alias_manual_exacto,99.0,alias manual exacto: CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,100.0,CODAZZI,63212,CÓRDOBA,QUINDÍO,57.14,CORDOBA,25181,CHOACHÍ,CUNDINAMARCA,57.14,CHOACHI
CODAZZI  CESAR,CODAZZI CESAR,CODAZZI CESAR,CODAZZI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20013,AGUSTÍN CODAZZI,CESAR,67.64,25181,CHOACHÍ,CUNDINAMARCA,57.14,73217,COYAIMA,TOLIMA,57.14,CODAZZI CESAR,CESAR,CODAZZI,CODAZZI,AUTOAPROBADO,20013,AGUSTÍN CODAZZI,CESAR,alias_manual_exacto,99.0,alias manual exacto: CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,100.0,CODAZZI,63212,CÓRDOBA,QUINDÍO,57.14,CORDOBA,25181,CHOACHÍ,CUNDINAMARCA,57.14,CHOACHI
CODAZZI CESAR,CODAZZI CESAR,CODAZZI CESAR,CODAZZI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20013,AGUSTÍN CODAZZI,CESAR,67.64,25181,CHOACHÍ,CUNDINAMARCA,57.14,73217,COYAIMA,TOLIMA,57.14,CODAZZI CESAR,CESAR,CODAZZI,CODAZZI,AUTOAPROBADO,20013,AGUSTÍN CODAZZI,CESAR,alias_manual_exacto,99.0,alias manual exacto: CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,100.0,CODAZZI,63212,CÓRDOBA,QUINDÍO,57.14,CORDOBA,25181,CHOACHÍ,CUNDINAMARCA,57.14,CHOACHI
CRTAGENA DE INDIAS,CRTAGENA DE INDIAS,CRTAGENA DE INDIAS,CRTAGENA DE INDIAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,97.3,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,73.68,25001,AGUA DE DIOS,CUNDINAMARCA,66.67,CRTAGENA DE INDIAS,,CRTAGENA DE INDIAS,CRTAGENA INDIAS,AUTOAPROBADO,13001,CARTAGENA DE INDIAS,BOLÍVAR,fuzzy_corto_fuerte,96.77,fuzzy fuerte con alias 'CARTAGENA INDIAS' y margen 25.81,13001,CARTAGENA DE INDIAS,BOLÍVAR,96.77,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.97,CARTAGENA CHAIRA,25001,AGUA DE DIOS,CUNDINAMARCA,58.33,AGUA DIOS
CURAMANI CESAR,CURAMANI CESAR,CURAMANI CESAR,CURAMANI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20228,CURUMANÍ,CESAR,91.5,5145,CARAMANTA,ANTIOQUIA,70.59,54239,DURANIA,NORTE DE SANTANDER,66.67,CURAMANI CESAR,CESAR,CURAMANI,CURAMANI,AUTOAPROBADO,20228,CURUMANÍ,CESAR,fuzzy_corto_con_depto,95.5,fuzzy con contexto de departamento/alias 'CURUMANI',20228,CURUMANÍ,CESAR,95.5,CURUMANI,05145,CARAMANTA,ANTIOQUIA,70.59,CARAMANTA,05842,URAMITA,ANTIOQUIA,66.67,URAMITA
"Cali , Valle",CALI VALLE,CALI VALLE,CALI VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76126,CALIMA,VALLE DEL CAUCA,62.5,23090,CANALETE,CÓRDOBA,55.56,5150,CAROLINA,ANTIOQUIA,55.56,CALI VALLE,VALLE DEL CAUCA,CALI,CALI,AUTOAPROBADO,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: CALI,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,100.0,CALI,76126,CALIMA,VALLE DEL CAUCA,88.0,CALIMA,05885,YALÍ,ANTIOQUIA,75.0,YALI
Cali-Valle,CALI VALLE,CALI VALLE,CALI VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76126,CALIMA,VALLE DEL CAUCA,62.5,23090,CANALETE,CÓRDOBA,55.56,5150,CAROLINA,ANTIOQUIA,55.56,CALI VALLE,VALLE DEL CAUCA,CALI,CALI,AUTOAPROBADO,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: CALI,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,100.0,CALI,76126,CALIMA,VALLE DEL CAUCA,88.0,CALIMA,05885,YALÍ,ANTIOQUIA,75.0,YALI
Codazzi - Cesar,CODAZZI CESAR,CODAZZI CESAR,CODAZZI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20013,AGUSTÍN CODAZZI,CESAR,67.64,25181,CHOACHÍ,CUNDINAMARCA,57.14,73217,COYAIMA,TOLIMA,57.14,CODAZZI CESAR,CESAR,CODAZZI,CODAZZI,AUTOAPROBADO,20013,AGUSTÍN CODAZZI,CESAR,alias_manual_exacto,99.0,alias manual exacto: CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,100.0,CODAZZI,63212,CÓRDOBA,QUINDÍO,57.14,CORDOBA,25181,CHOACHÍ,CUNDINAMARCA,57.14,CHOACHI
Codazzi – Cesar,CODAZZI CESAR,CODAZZI CESAR,CODAZZI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20013,AGUSTÍN CODAZZI,CESAR,67.64,25181,CHOACHÍ,CUNDINAMARCA,57.14,73217,COYAIMA,TOLIMA,57.14,CODAZZI CESAR,CESAR,CODAZZI,CODAZZI,AUTOAPROBADO,20013,AGUSTÍN CODAZZI,CESAR,alias_manual_exacto,99.0,alias manual exacto: CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,100.0,CODAZZI,63212,CÓRDOBA,QUINDÍO,57.14,CORDOBA,25181,CHOACHÍ,CUNDINAMARCA,57.14,CHOACHI
ENVIAGADO ANTIOQUIA,ENVIAGADO ANTIOQUIA,ENVIAGADO ANTIOQUIA,ENVIAGADO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5266,ENVIGADO,ANTIOQUIA,98.12,41013,AGRADO,HUILA,66.67,27073,BAGADÓ,CHOCÓ,66.67,ENVIAGADO ANTIOQUIA,ANTIOQUIA,ENVIAGADO,ENVIAGADO,AUTOAPROBADO,05266,ENVIGADO,ANTIOQUIA,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'ENVIGADO' y margen 35.45,05266,ENVIGADO,ANTIOQUIA,100.0,ENVIGADO,27073,BAGADÓ,CHOCÓ,66.67,BAGADO,41013,AGRADO,HUILA,66.67,AGRADO
GUADAJALARA DE BUGA - VALLE,GUADAJALARA DE BUGA VALLE,GUADAJALARA DE BUGA VALLE,GUADAJALARA DE BUGA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,77.27,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,54.55,8520,PALMAR DE VARELA,ATLÁNTICO,53.66,GUADAJALARA DE BUGA VALLE,VALLE DEL CAUCA,GUADAJALARA DE BUGA,GUADAJALARA BUGA,AUTOAPROBADO,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,fuzzy_corto_con_depto,95.5,fuzzy con contexto de departamento/alias 'GUADALAJARA BUGA',76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,95.5,GUADALAJARA BUGA,76113,BUGALAGRANDE,VALLE DEL CAUCA,69.54,BUGALAGRAN,76130,CANDELARIA,VALLE DEL CAUCA,59.85,CAN DELARIA
Guadalajara,GUADALAJARA,GUADALAJARA,GUADALAJARA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,73.33,73024,ALPUJARRA,TOLIMA,60.0,5315,GUADALUPE,ANTIOQUIA,60.0,GUADALAJARA,,GUADALAJARA,GUADALAJARA,AUTOAPROBADO,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: GUADALAJARA,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,100.0,GUADALAJARA,68320,GUADALUPE,SANTANDER,60.0,GUADALUPE,52323,GUALMATÁN,NARIÑO,60.0,GUALMATAN
Guadalajara de,GUADALAJARA DE,GUADALAJARA DE,GUADALAJARA DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,84.85,76113,BUGALAGRANDE,VALLE DEL CAUCA,61.54,5315,GUADALUPE,ANTIOQUIA,60.87,GUADALAJARA DE,,GUADALAJARA DE,GUADALAJARA,AUTOAPROBADO,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: GUADALAJARA,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,100.0,GUADALAJARA,68320,GUADALUPE,SANTANDER,60.0,GUADALUPE,52323,GUALMATÁN,NARIÑO,60.0,GUALMATAN
JAMUNIDÍ VALLE,JAMUNIDI VALLE,JAMUNIDI VALLE,JAMUNIDI VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76364,JAMUNDÍ,VALLE DEL CAUCA,66.67,17001,MANIZALES,CALDAS,52.17,20710,SAN ALBERTO,CESAR,48.0,JAMUNIDI VALLE,VALLE DEL CAUCA,JAMUNIDI,JAMUNIDI,AUTOAPROBADO,76364,JAMUNDÍ,VALLE DEL CAUCA,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'JAMUNDI' y margen 39.79,76364,JAMUNDÍ,VALLE DEL CAUCA,100.0,JAMUNDI,25372,JUNÍN,CUNDINAMARCA,61.54,JUNIN,25524,PANDI,CUNDINAMARCA,61.54,PANDI
JESUSU MARIA SANTANDER,JESUSU MARIA SANTANDER,JESUSU MARIA SANTANDER,JESUSU MARIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68368,JESÚS MARÍA,SANTANDER,99.65,15690,SANTA MARÍA,BOYACÁ,60.87,41676,SANTA MARÍA,HUILA,60.87,JESUSU MARIA SANTAN DER,SANTAN DER,JESUSU MARIA,JESUSU MARIA,AUTOAPROBADO,68368,JESÚS MARÍA,SANTANDER,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'JESUS MARIA' y margen 40.10,68368,JESÚS MARÍA,SANTANDER,100.0,JESUS MARIA,13442,MARÍA LA BAJA,BOLÍVAR,63.64,MARIA BAJA,68770,SUAITA,SANTANDER,63.56,SUAITA
"JUAGUA DE IBIRICO, CESAR",JUAGUA DE IBIRICO CESAR,JUAGUA DE IBIRICO CESAR,JUAGUA DE IBIRICO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20400,LA JAGUA DE IBIRICO,CESAR,92.89,25001,AGUA DE DIOS,CUNDINAMARCA,68.97,44420,LA JAGUA DEL PILAR,LA GUAJIRA,62.86,JUAGUA DE IBIRICO CESAR,CESAR,JUAGUA DE IBIRICO,JUAGUA IBIRICO,AUTOAPROBADO,20400,LA JAGUA DE IBIRICO,CESAR,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'JAGUA IBIRICO' y margen 40.30,20400,LA JAGUA DE IBIRICO,CESAR,100.0,JAGUA IBIRICO,20175,CHIMICHAGUA,CESAR,64.0,CHIMICHAGUA,20178,CHIRIGUANÁ,CESAR,58.0,CHIRIGUANA
Jamnundi-Valle,JAMNUNDI VALLE,JAMNUNDI VALLE,JAMNUNDI VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76364,JAMUNDÍ,VALLE DEL CAUCA,66.67,17001,MANIZALES,CALDAS,52.17,5021,ALEJANDRÍA,ANTIOQUIA,50.0,JAMNUNDI VALLE,VALLE DEL CAUCA,JAMNUNDI,JAMNUNDI,AUTOAPROBADO,76364,JAMUNDÍ,VALLE DEL CAUCA,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'JAMUNDI' y margen 39.79,76364,JAMUNDÍ,VALLE DEL CAUCA,100.0,JAMUNDI,25372,JUNÍN,CUNDINAMARCA,61.54,JUNIN,25524,PANDI,CUNDINAMARCA,61.54,PANDI
LA JAGUA DE IBÉRICA CESAR,LA JAGUA DE IBERICA CESAR,LA JAGUA DE IBERICA CESAR,LA JAGUA DE IBERICA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20400,LA JAGUA DE IBIRICO,CESAR,93.47,44420,LA JAGUA DEL PILAR,LA GUAJIRA,75.68,70702,SAN JUAN DE BETULIA,SUCRE,68.42,LA JAGUA DE IBERICA CESAR,CESAR,LA JAGUA DE IBERICA,JAGUA IBERICA,AUTOAPROBADO,20400,LA JAGUA DE IBIRICO,CESAR,fuzzy_corto_con_depto,92.62,fuzzy con contexto de departamento/alias 'JAGUA IBIRICO',20400,LA JAGUA DE IBIRICO,CESAR,92.62,JAGUA IBIRICO,20175,CHIMICHAGUA,CESAR,66.33,CHIMICHAGUA,20178,CHIRIGUANÁ,CESAR,60.17,CHIRIGUANA
LA JUAGUA DE IBIRICO CESAR,LA JUAGUA DE IBIRICO CESAR,LA JUAGUA DE IBIRICO CESAR,LA JUAGUA DE IBIRICO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20400,LA JAGUA DE IBIRICO,CESAR,100.0,44420,LA JAGUA DEL PILAR,LA GUAJIRA,73.68,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,66.67,LA JUAGUA DE IBIRICO CESAR,CESAR,LA JUAGUA DE IBIRICO,JUAGUA IBIRICO,AUTOAPROBADO,20400,LA JAGUA DE IBIRICO,CESAR,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'JAGUA IBIRICO' y margen 40.30,20400,LA JAGUA DE IBIRICO,CESAR,100.0,JAGUA IBIRICO,20175,CHIMICHAGUA,CESAR,64.0,CHIMICHAGUA,20178,CHIRIGUANÁ,CESAR,58.0,CHIRIGUANA
LOS PASTIOS NORTE DE SANTANDER,LOS PASTIOS NORTE DE SANTANDER,LOS PASTIOS NORTE DE SANTANDER,LOS PASTIOS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54405,LOS PATIOS,NORTE DE SANTANDER,99.24,68418,LOS SANTOS,SANTANDER,80.19,70418,LOS PALMITOS,SUCRE,78.26,LOS PASTIOS NORTE DE SANTAN DER,NORTE DE SANTAN DER,LOS PASTIOS,PASTIOS,AUTOAPROBADO,54405,LOS PATIOS,NORTE DE SANTANDER,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'PATIOS' y margen 16.97,54405,LOS PATIOS,NORTE DE SANTANDER,100.0,PATIOS,52001,PASTO,NARIÑO,83.33,PASTO,54743,SILOS,NORTE DE SANTANDER,74.67,SILOS
MARIQUITA,MARIQUITA,MARIQUITA,MARIQUITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,81065,ARAUQUITA,ARAUCA,77.78,5004,ABRIAQUÍ,ANTIOQUIA,70.59,17444,MARQUETALIA,CALDAS,70.0,MARIQUITA,,MARIQUITA,MARIQUITA,AUTOAPROBADO,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,alias_manual_exacto,99.0,alias manual exacto: MARIQUITA,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,100.0,MARIQUITA,81065,ARAUQUITA,ARAUCA,77.78,ARAUQUITA,05004,ABRIAQUÍ,ANTIOQUIA,70.59,ABRIAQUI
MARIQUITA  TOLIMA,MARIQUITA TOLIMA,MARIQUITA TOLIMA,MARIQUITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,81065,ARAUQUITA,ARAUCA,77.78,5004,ABRIAQUÍ,ANTIOQUIA,70.59,17444,MARQUETALIA,CALDAS,70.0,MARIQUITA TOLIMA,TOLIMA,MARIQUITA,MARIQUITA,AUTOAPROBADO,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,alias_manual_exacto,99.0,alias manual exacto: MARIQUITA,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,100.0,MARIQUITA,81065,ARAUQUITA,ARAUCA,77.78,ARAUQUITA,05004,ABRIAQUÍ,ANTIOQUIA,70.59,ABRIAQUI
MARIQUITA - TOLIMA,MARIQUITA TOLIMA,MARIQUITA TOLIMA,MARIQUITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,81065,ARAUQUITA,ARAUCA,77.78,5004,ABRIAQUÍ,ANTIOQUIA,70.59,17444,MARQUETALIA,CALDAS,70.0,MARIQUITA TOLIMA,TOLIMA,MARIQUITA,MARIQUITA,AUTOAPROBADO,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,alias_manual_exacto,99.0,alias manual exacto: MARIQUITA,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,100.0,MARIQUITA,81065,ARAUQUITA,ARAUCA,77.78,ARAUQUITA,05004,ABRIAQUÍ,ANTIOQUIA,70.59,ABRIAQUI
MARIQUITA TOLIMA,MARIQUITA TOLIMA,MARIQUITA TOLIMA,MARIQUITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,81065,ARAUQUITA,ARAUCA,77.78,5004,ABRIAQUÍ,ANTIOQUIA,70.59,17444,MARQUETALIA,CALDAS,70.0,MARIQUITA TOLIMA,TOLIMA,MARIQUITA,MARIQUITA,AUTOAPROBADO,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,alias_manual_exacto,99.0,alias manual exacto: MARIQUITA,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,100.0,MARIQUITA,81065,ARAUQUITA,ARAUCA,77.78,ARAUQUITA,05004,ABRIAQUÍ,ANTIOQUIA,70.59,ABRIAQUI
MARIQUITA- TOLIMA,MARIQUITA TOLIMA,MARIQUITA TOLIMA,MARIQUITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,81065,ARAUQUITA,ARAUCA,77.78,5004,ABRIAQUÍ,ANTIOQUIA,70.59,17444,MARQUETALIA,CALDAS,70.0,MARIQUITA TOLIMA,TOLIMA,MARIQUITA,MARIQUITA,AUTOAPROBADO,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,alias_manual_exacto,99.0,alias manual exacto: MARIQUITA,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,100.0,MARIQUITA,81065,ARAUQUITA,ARAUCA,77.78,ARAUQUITA,05004,ABRIAQUÍ,ANTIOQUIA,70.59,ABRIAQUI
MEDILLIN ANTIOQUIA,MEDILLIN ANTIOQUIA,MEDILLIN ANTIOQUIA,MEDILLIN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5001,MEDELLÍN,ANTIOQUIA,91.5,25438,MEDINA,CUNDINAMARCA,71.43,18460,MILÁN,CAQUETÁ,61.54,MEDILLIN ANTIOQUIA,ANTIOQUIA,MEDILLIN,MEDILLIN,AUTOAPROBADO,05001,MEDELLÍN,ANTIOQUIA,fuzzy_corto_con_depto,95.5,fuzzy con contexto de departamento/alias 'MEDELLIN',05001,MEDELLÍN,ANTIOQUIA,95.5,MEDELLIN,25438,MEDINA,CUNDINAMARCA,71.43,MEDINA,18460,MILÁN,CAQUETÁ,61.54,MILAN
