valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
Morales Bolívar,MORALES BOLIVAR,MORALES BOLIVAR,MORALES,13473,MORALES,BOLÍVAR,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Morales – Bolívar,MORALES BOLIVAR,MORALES BOLIVAR,MORALES,13473,MORALES,BOLÍVAR,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Morelia Caquetá,MORELIA CAQUETA,MORELIA CAQUETA,MORELIA,18479,MORELIA,CAQUETÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Morroa,MORROA,MORROA,MORROA,70473,MORROA,SUCRE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"Morroa , Sucre",MORROA SUCRE,MORROA SUCRE,MORROA,70473,MORROA,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Mosquera , Cundinamarca",MOSQUERA CUNDINAMARCA,MOSQUERA CUNDINAMARCA,MOSQUERA,25473,MOSQUERA,CUNDINAMARCA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"Mosquera , Cundinamarca ,",MOSQUERA CUNDINAMARCA,MOSQUERA CUNDINAMARCA,MOSQUERA,25473,MOSQUERA,CUNDINAMARCA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Mosquera - Cundinamarca,MOSQUERA CUNDINAMARCA,MOSQUERA CUNDINAMARCA,MOSQUERA,25473,MOSQUERA,CUNDINAMARCA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Moñitos,MONITOS,MONITOS,MONITOS,23500,MOÑITOS,CÓRDOBA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Moñitos  Córdoba,MONITOS CORDOBA,MONITOS CORDOBA,MONITOS,23500,MOÑITOS,CÓRDOBA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Moñitos - Córdoba,MONITOS CORDOBA,MONITOS CORDOBA,MONITOS,23500,MOÑITOS,CÓRDOBA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Moñitos-Córdoba,MONITOS CORDOBA,MONITOS CORDOBA,MONITOS,23500,MOÑITOS,CÓRDOBA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Municipio de Galapa Atlántico,MUNICIPIO DE GALAPA ATLANTICO,MUNICIPIO DE GALAPA ATLANTICO,GALAPA,8296,GALAPA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Municipio de Guaduas Cundinamarca,MUNICIPIO DE GUADUAS CUNDINAMARCA,MUNICIPIO DE GUADUAS CUNDINAMARCA,GUADUAS,25320,GUADUAS,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Municipio de La Gloria Cesar,MUNICIPIO DE LA GLORIA CESAR,MUNICIPIO DE LA GLORIA CESAR,LA GLORIA,20383,LA GLORIA,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Municipio de Sabana de Torres Santander,MUNICIPIO DE SABANA DE TORRES SANTANDER,MUNICIPIO DE SABANA DE TORRES SANTANDER,SABANA DE TORRES,68655,SABANA DE TORRES,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Municipio de Soacha,MUNICIPIO DE SOACHA,MUNICIPIO DE SOACHA,SOACHA,25754,SOACHA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Municipio de Tulua,MUNICIPIO DE TULUA,MUNICIPIO DE TULUA,TULUA,76834,TULUÁ,VALLE DEL CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Municipio de Turbaco,MUNICIPIO DE TURBACO,MUNICIPIO DE TURBACO,TURBACO,13836,TURBACO,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Murillo Atlántico,MURILLO ATLANTICO,MURILLO ATLANTICO,MURILLO,73461,MURILLO,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Mutatá,MUTATA,MUTATA,MUTATA,5480,MUTATÁ,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Mutiscua,MUTISCUA,MUTISCUA,MUTISCUA,54480,MUTISCUA,NORTE DE SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
MÁLAGA,MALAGA,MALAGA,MALAGA,68432,MÁLAGA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"MÁLAGA , SANTANDER",MALAGA SANTANDER,MALAGA SANTANDER,MALAGA,68432,MÁLAGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Málaga  SANTANDER,MALAGA SANTANDER,MALAGA SANTANDER,MALAGA,68432,MÁLAGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NARIÑO PASTO,NARINO PASTO,NARINO PASTO,PASTO,52001,PASTO,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NATAGAIMA,NATAGAIMA,NATAGAIMA,NATAGAIMA,73483,NATAGAIMA,TOLIMA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NATAGAIMA - TOLIMA,NATAGAIMA TOLIMA,NATAGAIMA TOLIMA,NATAGAIMA,73483,NATAGAIMA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NECOCLÍ  ANTIOQUIA,NECOCLI ANTIOQUIA,NECOCLI ANTIOQUIA,NECOCLI,5490,NECOCLÍ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIRA,NEIRA,NEIRA,NEIRA,17486,NEIRA,CALDAS,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"NEIRA , CALDAS",NEIRA CALDAS,NEIRA CALDAS,NEIRA,17486,NEIRA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIRA - CALDAS,NEIRA CALDAS,NEIRA CALDAS,NEIRA,17486,NEIRA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIRA CALDAS,NEIRA CALDAS,NEIRA CALDAS,NEIRA,17486,NEIRA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIRA- CALDAS,NEIRA CALDAS,NEIRA CALDAS,NEIRA,17486,NEIRA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIVA,NEIVA,NEIVA,NEIVA,41001,NEIVA,HUILA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NEIVA  HUILA,NEIVA HUILA,NEIVA HUILA,NEIVA,41001,NEIVA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIVA - HUILA,NEIVA HUILA,NEIVA HUILA,NEIVA,41001,NEIVA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIVA HUILA,NEIVA HUILA,NEIVA HUILA,NEIVA,41001,NEIVA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"NEIVA, HUILA",NEIVA HUILA,NEIVA HUILA,NEIVA,41001,NEIVA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NEIVA|,NEIVA,NEIVA,NEIVA,41001,NEIVA,HUILA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NILO,NILO,NILO,NILO,25488,NILO,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NILO  CUNDINAMARCA,NILO CUNDINAMARCA,NILO CUNDINAMARCA,NILO,25488,NILO,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NILO - CUNDINAMARCA,NILO CUNDINAMARCA,NILO CUNDINAMARCA,NILO,25488,NILO,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NILO CUNDINAMARCA,NILO CUNDINAMARCA,NILO CUNDINAMARCA,NILO,25488,NILO,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NILO- CUNDINAMARCA,NILO CUNDINAMARCA,NILO CUNDINAMARCA,NILO,25488,NILO,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NOBSA,NOBSA,NOBSA,NOBSA,15491,NOBSA,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NOBSA BOYACA,NOBSA BOYACA,NOBSA BOYACA,NOBSA,15491,NOBSA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NOBSA- BOYACA,NOBSA BOYACA,NOBSA BOYACA,NOBSA,15491,NOBSA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NOCAIMA,NOCAIMA,NOCAIMA,NOCAIMA,25491,NOCAIMA,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NOCAIMA - CUNDINAMARCA,NOCAIMA CUNDINAMARCA,NOCAIMA CUNDINAMARCA,NOCAIMA,25491,NOCAIMA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"NORCASIA , CALDAS",NORCASIA CALDAS,NORCASIA CALDAS,NORCASIA,17495,NORCASIA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NORCASIA CALDAS,NORCASIA CALDAS,NORCASIA CALDAS,NORCASIA,17495,NORCASIA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NUEVA GRANADA MAGDALENA,NUEVA GRANADA MAGDALENA,NUEVA GRANADA MAGDALENA,NUEVA GRANADA,47460,NUEVA GRANADA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NUEVA GRANADA-MAGDALENA,NUEVA GRANADA MAGDALENA,NUEVA GRANADA MAGDALENA,NUEVA GRANADA,47460,NUEVA GRANADA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NUEVO COLÓN BOYACÁ,NUEVO COLON BOYACA,NUEVO COLON BOYACA,NUEVO COLON,15494,NUEVO COLÓN,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NUNCHIA,NUNCHIA,NUNCHIA,NUNCHIA,85225,NUNCHÍA,CASANARE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NUNCHIA CASANARE,NUNCHIA CASANARE,NUNCHIA CASANARE,NUNCHIA,85225,NUNCHÍA,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NUNCHÍA - CASANARE,NUNCHIA CASANARE,NUNCHIA CASANARE,NUNCHIA,85225,NUNCHÍA,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NUQUI,NUQUI,NUQUI,NUQUI,27495,NUQUÍ,CHOCÓ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
NUQUI CHOCO,NUQUI CHOCO,NUQUI CHOCO,NUQUI,27495,NUQUÍ,CHOCÓ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Natagaima Tolima,NATAGAIMA TOLIMA,NATAGAIMA TOLIMA,NATAGAIMA,73483,NATAGAIMA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Neira,NEIRA,NEIRA,NEIRA,17486,NEIRA,CALDAS,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Neiva,NEIVA,NEIVA,NEIVA,41001,NEIVA,HUILA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Neiva - Huila,NEIVA HUILA,NEIVA HUILA,NEIVA,41001,NEIVA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Neiva- Huila,NEIVA HUILA,NEIVA HUILA,NEIVA,41001,NEIVA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Neiva-Huila,NEIVA HUILA,NEIVA HUILA,NEIVA,41001,NEIVA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Nemocon,NEMOCON,NEMOCON,NEMOCON,25486,NEMOCÓN,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Nemocón Cundinamarca,NEMOCON CUNDINAMARCA,NEMOCON CUNDINAMARCA,NEMOCON,25486,NEMOCÓN,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Nilo , Cundinamarca",NILO CUNDINAMARCA,NILO CUNDINAMARCA,NILO,25488,NILO,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Norosí,NOROSI,NOROSI,NOROSI,13490,NOROSÍ,BOLÍVAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"Norosí , Bolívar",NOROSI BOLIVAR,NOROSI BOLIVAR,NOROSI,13490,NOROSÍ,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Norosí - Bolívar,NOROSI BOLIVAR,NOROSI BOLIVAR,NOROSI,13490,NOROSÍ,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Nueva Granada - Magdalena,NUEVA GRANADA MAGDALENA,NUEVA GRANADA MAGDALENA,NUEVA GRANADA,47460,NUEVA GRANADA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Nuevo Colon,NUEVO COLON,NUEVO COLON,NUEVO COLON,15494,NUEVO COLÓN,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Nunchía  Casanare,NUNCHIA CASANARE,NUNCHIA CASANARE,NUNCHIA,85225,NUNCHÍA,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Nunchía ( Casanare ),NUNCHIA CASANARE,NUNCHIA CASANARE,NUNCHIA,85225,NUNCHÍA,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NÁTAGA - HUILA,NATAGA HUILA,NATAGA HUILA,NATAGA,41483,NÁTAGA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
NÁTAGA HUILA,NATAGA HUILA,NATAGA HUILA,NATAGA,41483,NÁTAGA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Nátaga,NATAGA,NATAGA,NATAGA,41483,NÁTAGA,HUILA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Nátaga – Huila,NATAGA HUILA,NATAGA HUILA,NATAGA,41483,NÁTAGA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OBANDO,OBANDO,OBANDO,OBANDO,76497,OBANDO,VALLE DEL CAUCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
OBANDO VALLE DEL CAUCA,OBANDO VALLE DEL CAUCA,OBANDO VALLE DEL CAUCA,OBANDO,76497,OBANDO,VALLE DEL CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OCAMONTE SANTANDER,OCAMONTE SANTANDER,OCAMONTE SANTANDER,OCAMONTE,68498,OCAMONTE,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OCAÑA,OCANA,OCANA,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
OCAÑA - NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OCAÑA SANTANDER,OCANA SANTANDER,OCANA SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OCAÑA – NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"OCAÑA, NORTE DE SANTANDER",OCANA NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OCAÑA-NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OIBA,OIBA,OIBA,OIBA,68500,OIBA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
OIBA - SANTANDER,OIBA SANTANDER,OIBA SANTANDER,OIBA,68500,OIBA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OICATÁ - BOYACÁ,OICATA BOYACA,OICATA BOYACA,OICATA,15500,OICATÁ,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OLAYA HERRERA NARIÑO,OLAYA HERRERA NARINO,OLAYA HERRERA NARINO,OLAYA HERRERA,52490,OLAYA HERRERA,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OLAYA-HERRERA,OLAYA HERRERA,OLAYA HERRERA,OLAYA HERRERA,52490,OLAYA HERRERA,NARIÑO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ONZAGA,ONZAGA,ONZAGA,ONZAGA,68502,ONZAGA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ONZAGA - SANTANDER,ONZAGA SANTANDER,ONZAGA SANTANDER,ONZAGA,68502,ONZAGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ONZAGA SANTANDER,ONZAGA SANTANDER,ONZAGA SANTANDER,ONZAGA,68502,ONZAGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OPORAPA HUILA,OPORAPA HUILA,OPORAPA HUILA,OPORAPA,41503,OPORAPA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ORITO,ORITO,ORITO,ORITO,86320,ORITO,PUTUMAYO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ORITO - PUTUMAYO,ORITO PUTUMAYO,ORITO PUTUMAYO,ORITO,86320,ORITO,PUTUMAYO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OROCUE,OROCUE,OROCUE,OROCUE,85230,OROCUÉ,CASANARE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
OROCUE  CASANARE,OROCUE CASANARE,OROCUE CASANARE,OROCUE,85230,OROCUÉ,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OROCUE ( CASANARE ),OROCUE CASANARE,OROCUE CASANARE,OROCUE,85230,OROCUÉ,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OROCUE - CASANARE,OROCUE CASANARE,OROCUE CASANARE,OROCUE,85230,OROCUÉ,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OROCUE Casanare,OROCUE CASANARE,OROCUE CASANARE,OROCUE,85230,OROCUÉ,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"OROCUE, CASANARE",OROCUE CASANARE,OROCUE CASANARE,OROCUE,85230,OROCUÉ,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OROCUÉ CASANARE,OROCUE CASANARE,OROCUE CASANARE,OROCUE,85230,OROCUÉ,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OROCUÉ – CASANARE,OROCUE CASANARE,OROCUE CASANARE,OROCUE,85230,OROCUÉ,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ORTEGA TOLIMA,ORTEGA TOLIMA,ORTEGA TOLIMA,ORTEGA,73504,ORTEGA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ORTEGA-TOLIMA,ORTEGA TOLIMA,ORTEGA TOLIMA,ORTEGA,73504,ORTEGA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
OSPINA,OSPINA,OSPINA,OSPINA,52506,OSPINA,NARIÑO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
OTANCHE,OTANCHE,OTANCHE,OTANCHE,15507,OTANCHE,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
OVEJAS,OVEJAS,OVEJAS,OVEJAS,70508,OVEJAS,SUCRE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Ocamonte,OCAMONTE,OCAMONTE,OCAMONTE,68498,OCAMONTE,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Ocaña,OCANA,OCANA,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Ocaña  Norte de Santander,OCANA NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Ocaña , Norte de Santander",OCANA NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Ocaña Norte de Santander,OCANA NORTE DE SANTANDER,OCANA NORTE DE SANTANDER,OCANA,54498,OCAÑA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Oiba,OIBA,OIBA,OIBA,68500,OIBA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Oiba Santander,OIBA SANTANDER,OIBA SANTANDER,OIBA,68500,OIBA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Oicatá,OICATA,OICATA,OICATA,15500,OICATÁ,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Olaya Herrera,OLAYA HERRERA,OLAYA HERRERA,OLAYA HERRERA,52490,OLAYA HERRERA,NARIÑO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"Olaya Herrera ,NARIÑO",OLAYA HERRERA NARINO,OLAYA HERRERA NARINO,OLAYA HERRERA,52490,OLAYA HERRERA,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Orito , Putumayo",ORITO PUTUMAYO,ORITO PUTUMAYO,ORITO,86320,ORITO,PUTUMAYO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
