"","","","","","","","","","",""
"","Consejo Superior de la Judicatura","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","DIRECTORIO DE DESPACHOS JUDICIALES","","","","","","","","",""
"Consejo Superior de la Judicatura","","","","","","","","","",""
"Fecha: 25/03/2026 11:12:16 AM","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"JURISDICCIÓN","DISTRITO","CIRCUITO","DEPARTAMENTO","MUNICIPIO","CODIGO DESPACHO","NOMBRE DESPACHO","JUEZ/MAGISTRADO DESPACHO","DIRECCIÓN DESPACHO","TELÉFONO","ÁREA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200310","D.S.A.J. AREA JURIDICA- GRUPO DE APOYO LEGAL","","N.a","10","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200320","D.S.A.J. AREA JURIDICA- GRUPO DE COBRO COACTIVO","","N.a","11","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200600","D.S.A.J. AREA FINANCIERA","","N.a","12","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200610","D.S.A.J. AREA FINANCIERA-GRUPO DE PAGADURIA","","N.a","13","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200620","D.S.A.J. AREA FINANCIERA-GRUPO DE EJECUCIÓN PRESUPUESTAL","","N.a","14","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200630","D.S.A.J. AREA FINANCIERA-GRUPO DE CONTABILIDAD","","N.a","15","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200700","D.S.A.J. AREA DE TALENTO HUMANO","","N.a","16","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200710","D.S.A.J. AREA DE TALENTO HUMANO - GRUPO DE ASUNTOS LABORALES","","N.a","17","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200720","D.S.A.J. AREA DE TALENTO HUMANO - GRUPO BIENESTAR Y SALUD OCUPACIONAL","","N.a","18","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011270001","DIRECCIÓN SECCIONAL DE LA RAMA JUDICIAL CENTRO DE SERVICIOS ADMINISTRATIVOS","JUAN FERNANDO OSORIO ANGULO","Calle 42 # 52-73","2328525 EXT 1122-","ADMINISTRATIVA"
