nombre_normalizado,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
JUZGADO 001 DE FAMILIA DE CALI,JUZGADO 001 DE FAMILIA  DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE CARTAGENA,JUZGADO 001 DE FAMILIA  DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
JUZGADO 001 DE FAMILIA DE CHIQUINQUIRA,JUZGADO 001 DE FAMILIA  DE CHIQUINQUIRÁ,judicial,rama_judicial,CHIQUINQUIRÁ,BOYACÁ,JUDICIAL,
JUZGADO 001 DE FAMILIA DE CUCUTA,JUZGADO 001 DE FAMILIA  DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 DE FAMILIA DE DOSQUEBRADAS,JUZGADO 001 DE FAMILIA  DE DOSQUEBRADAS,judicial,rama_judicial,DOSQUEBRADAS,RISARALDA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE ENVIGADO,JUZGADO 001 DE FAMILIA  DE ENVIGADO,judicial,rama_judicial,ENVIGADO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE FLORENCIA,JUZGADO 001 DE FAMILIA  DE FLORENCIA,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
JUZGADO 001 DE FAMILIA DE FUNZA,JUZGADO 001 DE FAMILIA  DE FUNZA,judicial,rama_judicial,FUNZA,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE GIRARDOTA,JUZGADO 001 DE FAMILIA  DE GIRARDOTA,judicial,rama_judicial,GIRARDOTA,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE IBAGUE,JUZGADO 001 DE FAMILIA  DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE ITAGUI,JUZGADO 001 DE FAMILIA  DE ITAGÜÍ,judicial,rama_judicial,ITAGÜÍ,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE LOS PATIOS,JUZGADO 001 DE FAMILIA DE LOS PATIOS,judicial,rama_judicial,LOS PATIOS,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 DE FAMILIA DE MANIZALES,JUZGADO 001 DE FAMILIA  DE MANIZALES,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
JUZGADO 001 DE FAMILIA DE MEDELLIN,JUZGADO 001 DE FAMILIA  DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE MOCOA,JUZGADO 001 DE FAMILIA  DE MOCOA,judicial,rama_judicial,MOCOA,PUTUMAYO,JUDICIAL,
JUZGADO 001 DE FAMILIA DE MONTERIA,JUZGADO 001 DE FAMILIA  DE MONTERÍA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE NEIVA,JUZGADO 001 DE FAMILIA  DE NEIVA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE PASTO,JUZGADO 001 DE FAMILIA  DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
JUZGADO 001 DE FAMILIA DE PEREIRA,JUZGADO 001 DE FAMILIA  DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE POPAYAN,JUZGADO 001 DE FAMILIA  DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE PUERTO COLOMBIA,JUZGADO 001 DE FAMILIA DE PUERTO COLOMBIA,judicial,rama_judicial,PUERTO COLOMBIA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 DE FAMILIA DE QUIBDO,JUZGADO 001 DE FAMILIA  DE QUIBDÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
JUZGADO 001 DE FAMILIA DE RIOHACHA,JUZGADO 001 DE FAMILIA DE RIOHACHA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE SANTA MARTA,JUZGADO 001 DE FAMILIA  DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE SOACHA,JUZGADO 001 DE FAMILIA  DE SOACHA,judicial,rama_judicial,SOACHA,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 DE FAMILIA DE TUNJA,JUZGADO 001 DE FAMILIA  DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
JUZGADO 001 DE FAMILIA DE VALLEDUPAR,JUZGADO 001 DE FAMILIA  DE VALLEDUPAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
JUZGADO 001 DE FAMILIA DE VILLAVICENCIO,JUZGADO 001 DE FAMILIA  DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
JUZGADO 001 DE FAMILIA DEL CIRCUITO DE FUSAGASUGA,JUZGADO 001 DE FAMILIA DEL CIRCUITO DE FUSAGASUGÁ,judicial,rama_judicial,FUSAGASUGÁ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 DE FAMILIA DEL CIRCUITO DE SINCELEJO,JUZGADO 001 DE FAMILIA DEL CIRCUITO DE SINCELEJO,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
JUZGADO 001 DE FAMILIA DEL CIRCUITO DE YOPAL,JUZGADO 001  DE FAMILIA DEL CIRCUITO DE YOPAL,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
JUZGADO 001 DE FAMILIA DEL CIRCUITO DE ZIPAQUIRA,JUZGADO 001 DE FAMILIA DEL CIRCUITO DE ZIPAQUIRÁ,judicial,rama_judicial,ZIPAQUIRÁ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BELLO,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BELLO,judicial,rama_judicial,BELLO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BUCARAMANGA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BUENAVENTURA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BUENAVENTURA,judicial,rama_judicial,BUENAVENTURA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE CALI,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE CARTAGENA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE CUCUTA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE ENVIGADO,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE ENVIGADO,judicial,rama_judicial,ENVIGADO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE FLORIDABLANCA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE FLORIDABLANCA,judicial,rama_judicial,FLORIDABLANCA,SANTANDER,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE IBAGUE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE ITAGUI,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE ITAGÜÍ,judicial,rama_judicial,ITAGÜÍ,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE MEDELLIN,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE MONTERIA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MONTERÍA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE NEIVA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE NEIVA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE PALMIRA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE PALMIRA,judicial,rama_judicial,PALMIRA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE PASTO,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE PEREIRA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE RIOHACHA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE RIOHACHA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE SANTA MARTA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE SINCELEJO,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE SINCELEJO,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE SOACHA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE SOACHA,judicial,rama_judicial,SOACHA,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE SOLEDAD,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE SOLEDAD,judicial,rama_judicial,SOLEDAD,ATLÁNTICO,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE TULUA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE TULUÁ,judicial,rama_judicial,TULUÁ,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE TUNJA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE VALLEDUPAR,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE VALLEDUPAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE VILLAVICENCIO,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
JUZGADO 001 LABORAL DE ACACIAS,JUZGADO 001 LABORAL  DE ACACÍAS,judicial,rama_judicial,ACACÍAS,META,JUDICIAL,
JUZGADO 001 LABORAL DE AGUACHICA,JUZGADO 001 LABORAL  DE AGUACHICA,judicial,rama_judicial,AGUACHICA,CESAR,JUDICIAL,
JUZGADO 001 LABORAL DE APARTADO,JUZGADO 001 LABORAL  DE APARTADÓ,judicial,rama_judicial,APARTADÓ,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE ARAUCA,JUZGADO 001 LABORAL  DE ARAUCA,judicial,rama_judicial,ARAUCA,ARAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE ARCH DE SAN ANDRES,JUZGADO 001 LABORAL  DE ARCH. DE SAN ANDRÉS,judicial,rama_judicial,SAN ANDRÉS,SAN ANDRÉS,JUDICIAL,
JUZGADO 001 LABORAL DE ARMENIA,JUZGADO 001 LABORAL  DE ARMENIA,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
JUZGADO 001 LABORAL DE BARRANCABERMEJA,JUZGADO 001 LABORAL  DE BARRANCABERMEJA,judicial,rama_judicial,BARRANCABERMEJA,SANTANDER,JUDICIAL,
JUZGADO 001 LABORAL DE BARRANQUILLA,JUZGADO 001 LABORAL  DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 LABORAL DE BELLO,JUZGADO 001 LABORAL  DE BELLO,judicial,rama_judicial,BELLO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE BOGOTA,JUZGADO 001 LABORAL  DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
JUZGADO 001 LABORAL DE BUCARAMANGA,JUZGADO 001 LABORAL  DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
JUZGADO 001 LABORAL DE BUENAVENTURA,JUZGADO 001 LABORAL  DE BUENAVENTURA,judicial,rama_judicial,BUENAVENTURA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE BUGA,JUZGADO 001 LABORAL  DE BUGA,judicial,rama_judicial,BUGA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE CALI,JUZGADO 001 LABORAL  DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE CARTAGENA,JUZGADO 001 LABORAL  DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
JUZGADO 001 LABORAL DE CARTAGO,JUZGADO 001 LABORAL  DE CARTAGO,judicial,rama_judicial,CARTAGO,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE CHIRIGUANA,JUZGADO 001 LABORAL  DE CHIRIGUANÁ,judicial,rama_judicial,CHIRIGUANÁ,CESAR,JUDICIAL,
JUZGADO 001 LABORAL DE CIENAGA,JUZGADO 001 LABORAL  DE CIÉNAGA,judicial,rama_judicial,CIÉNAGA,MAGDALENA,JUDICIAL,
JUZGADO 001 LABORAL DE COROZAL,JUZGADO 001 LABORAL  DE COROZAL,judicial,rama_judicial,COROZAL,SUCRE,JUDICIAL,
JUZGADO 001 LABORAL DE CUCUTA,JUZGADO 001 LABORAL  DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 LABORAL DE DOSQUEBRADAS,JUZGADO 001 LABORAL  DE DOSQUEBRADAS,judicial,rama_judicial,DOSQUEBRADAS,RISARALDA,JUDICIAL,
JUZGADO 001 LABORAL DE DUITAMA,JUZGADO 001 LABORAL  DE DUITAMA,judicial,rama_judicial,DUITAMA,BOYACÁ,JUDICIAL,
JUZGADO 001 LABORAL DE EL BANCO,JUZGADO 001 LABORAL  DE EL BANCO,judicial,rama_judicial,EL BANCO,MAGDALENA,JUDICIAL,
JUZGADO 001 LABORAL DE ENVIGADO,JUZGADO 001 LABORAL  DE ENVIGADO,judicial,rama_judicial,ENVIGADO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE ESPINAL,JUZGADO 001 LABORAL  DE ESPINAL,judicial,rama_judicial,ESPINAL,TOLIMA,JUDICIAL,
JUZGADO 001 LABORAL DE FLORENCIA,JUZGADO 001 LABORAL  DE FLORENCIA,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
JUZGADO 001 LABORAL DE FUNDACION,JUZGADO 001 LABORAL  DE FUNDACIÓN,judicial,rama_judicial,FUNDACIÓN,MAGDALENA,JUDICIAL,
JUZGADO 001 LABORAL DE FUNZA,JUZGADO 001 LABORAL  DE FUNZA,judicial,rama_judicial,FUNZA,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 LABORAL DE FUSAGASUGA,JUZGADO 001 LABORAL  DE FUSAGASUGÁ,judicial,rama_judicial,FUSAGASUGÁ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 LABORAL DE GARZON,JUZGADO 001 LABORAL  DE GARZÓN,judicial,rama_judicial,GARZÓN,HUILA,JUDICIAL,
JUZGADO 001 LABORAL DE GIRARDOT,JUZGADO 001 LABORAL  DE GIRARDOT,judicial,rama_judicial,GIRARDOT,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 LABORAL DE HONDA,JUZGADO 001 LABORAL  DE HONDA,judicial,rama_judicial,HONDA,TOLIMA,JUDICIAL,
JUZGADO 001 LABORAL DE IBAGUE,JUZGADO 001 LABORAL  DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
JUZGADO 001 LABORAL DE IPIALES,JUZGADO 001 LABORAL  DE IPIALES,judicial,rama_judicial,IPIALES,NARIÑO,JUDICIAL,
JUZGADO 001 LABORAL DE ITAGUI,JUZGADO 001 LABORAL  DE ITAGÜÍ,judicial,rama_judicial,ITAGÜÍ,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE LA DORADA,JUZGADO 001 LABORAL  DE LA DORADA,judicial,rama_judicial,LA DORADA,CALDAS,JUDICIAL,
JUZGADO 001 LABORAL DE LORICA,JUZGADO 001 LABORAL  DE LORICA,judicial,rama_judicial,LORICA,CÓRDOBA,JUDICIAL,
JUZGADO 001 LABORAL DE MAICAO,JUZGADO 001 LABORAL  DE MAICAO,judicial,rama_judicial,MAICAO,LA GUAJIRA,JUDICIAL,
JUZGADO 001 LABORAL DE MANIZALES,JUZGADO 001 LABORAL  DE MANIZALES,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
JUZGADO 001 LABORAL DE MEDELLIN,JUZGADO 001 LABORAL  DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE MOCOA,JUZGADO 001 LABORAL  DE MOCOA,judicial,rama_judicial,MOCOA,PUTUMAYO,JUDICIAL,
JUZGADO 001 LABORAL DE MONTERIA,JUZGADO 001 LABORAL  DE MONTERÍA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
JUZGADO 001 LABORAL DE NEIVA,JUZGADO 001 LABORAL  DE NEIVA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
JUZGADO 001 LABORAL DE OCANA,JUZGADO 001 LABORAL  DE OCAÑA,judicial,rama_judicial,OCAÑA,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 LABORAL DE PALMIRA,JUZGADO 001 LABORAL  DE PALMIRA,judicial,rama_judicial,PALMIRA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE PASTO,JUZGADO 001 LABORAL  DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
JUZGADO 001 LABORAL DE PEREIRA,JUZGADO 001 LABORAL  DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
JUZGADO 001 LABORAL DE PITALITO,JUZGADO 001 LABORAL  DE PITALITO,judicial,rama_judicial,PITALITO,HUILA,JUDICIAL,
JUZGADO 001 LABORAL DE POPAYAN,JUZGADO 001 LABORAL  DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE PUERTO BERRIO,JUZGADO 001 LABORAL  DE PUERTO BERRÍO,judicial,rama_judicial,PUERTO BERRÍO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE PUERTO TEJADA,JUZGADO 001 LABORAL  DE PUERTO TEJADA,judicial,rama_judicial,PUERTO TEJADA,CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE QUIBDO,JUZGADO 001 LABORAL  DE QUIBDÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
JUZGADO 001 LABORAL DE RIOHACHA,JUZGADO 001 LABORAL  DE RIOHACHA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
JUZGADO 001 LABORAL DE RIONEGRO,JUZGADO 001 LABORAL  DE RIONEGRO,judicial,rama_judicial,RIONEGRO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE ROLDANILLO,JUZGADO 001 LABORAL  DE ROLDANILLO,judicial,rama_judicial,ROLDANILLO,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE SABANALARGA,JUZGADO 001 LABORAL  DE SABANALARGA,judicial,rama_judicial,SABANALARGA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 LABORAL DE SAHAGUN,JUZGADO 001 LABORAL  DE SAHAGÚN,judicial,rama_judicial,SAHAGÚN,CÓRDOBA,JUDICIAL,
JUZGADO 001 LABORAL DE SAN GIL,JUZGADO 001 LABORAL  DE SAN GIL,judicial,rama_judicial,SAN GIL,SANTANDER,JUDICIAL,
JUZGADO 001 LABORAL DE SAN JUAN DEL CESAR,JUZGADO 001 LABORAL  DE SAN JUAN DEL CESAR,judicial,rama_judicial,SAN JUAN DEL CESAR,LA GUAJIRA,JUDICIAL,
JUZGADO 001 LABORAL DE SANTA MARTA,JUZGADO 001 LABORAL  DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
JUZGADO 001 LABORAL DE SINCELEJO,JUZGADO 001 LABORAL  DE SINCELEJO,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
JUZGADO 001 LABORAL DE SOGAMOSO,JUZGADO 001 LABORAL  DE SOGAMOSO,judicial,rama_judicial,SOGAMOSO,BOYACÁ,JUDICIAL,
JUZGADO 001 LABORAL DE SOLEDAD,JUZGADO 001 LABORAL  DE SOLEDAD,judicial,rama_judicial,SOLEDAD,ATLÁNTICO,JUDICIAL,
JUZGADO 001 LABORAL DE TULUA,JUZGADO 001 LABORAL  DE TULUÁ,judicial,rama_judicial,TULUÁ,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 LABORAL DE TUMACO,JUZGADO 001 LABORAL  DE TUMACO,judicial,rama_judicial,TUMACO,NARIÑO,JUDICIAL,
JUZGADO 001 LABORAL DE TUNJA,JUZGADO 001 LABORAL  DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
JUZGADO 001 LABORAL DE TURBACO,JUZGADO 001 LABORAL  DE TURBACO,judicial,rama_judicial,TURBACO,BOLÍVAR,JUDICIAL,
JUZGADO 001 LABORAL DE TURBO,JUZGADO 001 LABORAL  DE TURBO,judicial,rama_judicial,TURBO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 LABORAL DE UBATE,JUZGADO 001 LABORAL  DE UBATÉ,judicial,rama_judicial,UBATÉ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 LABORAL DE VALLEDUPAR,JUZGADO 001 LABORAL  DE VALLEDUPAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
JUZGADO 001 LABORAL DE VILLAVICENCIO,JUZGADO 001 LABORAL  DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
JUZGADO 001 LABORAL DE YOPAL,JUZGADO 001 LABORAL  DE YOPAL,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
JUZGADO 001 LABORAL DE ZIPAQUIRA,JUZGADO 001 LABORAL  DE ZIPAQUIRÁ,judicial,rama_judicial,ZIPAQUIRÁ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE ARAUCA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE ARAUCA,judicial,rama_judicial,ARAUCA,ARAUCA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE ARMENIA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE ARMENIA,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE BARRANQUILLA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE BOGOTA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE BUCARAMANGA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
