nombre_normalizado,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE CARTAGENA,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE CUCUTA,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE CUNDINAMARCA,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE IBAGUE,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE MANIZALES,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE MANIZALES,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE MEDELLIN,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE PASTO,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE PEREIRA,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYAN,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE SANTA MARTA,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE TUNJA,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE VILLAVICENCIO,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BARRANQUILLA,DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA,DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BUCARAMANGA,DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE MEDELLIN,DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE ANTIOQUIA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE ANTIOQUIA,judicial,rama_judicial,ANTIOQUIA,ANTIOQUIA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE ARMENIA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE ARMENIA,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BARRANQUILLA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BOGOTA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BUCARAMANGA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BUGA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BUGA,judicial,rama_judicial,BUGA,VALLE DEL CAUCA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CALI,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CARTAGENA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CUCUTA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CUNDINAMARCA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE FLORENCIA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE FLORENCIA,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE IBAGUE,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE MANIZALES,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE MANIZALES,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE MEDELLIN,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE MONTERIA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE MONTERÍA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE NEIVA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE NEIVA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE PASTO,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE PEREIRA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE RIOHACHA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE RIOHACHA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE SAN GIL,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE SAN GIL,judicial,rama_judicial,SAN GIL,SANTANDER,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE SANTA MARTA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE SINCELEJO,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE SINCELEJO,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE TUNJA,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE VALLEDUPAR,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE VALLEDUPAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE VILLAVICENCIO,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE ARAUCA,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE ARAUCA,judicial,rama_judicial,ARAUCA,ARAUCA,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE ARCH DE SAN ANDRES,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE ARCH. DE SAN ANDRÉS,judicial,rama_judicial,SAN ANDRÉS,SAN ANDRÉS,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE MOCOA,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE MOCOA,judicial,rama_judicial,MOCOA,PUTUMAYO,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE PAMPLONA,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE PAMPLONA,judicial,rama_judicial,PAMPLONA,NORTE DE SANTANDER,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE QUIBDO,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE QUIBDÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE SAN JOSE DEL GUAVIARE,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE SAN JOSÉ DEL GUAVIARE,judicial,rama_judicial,SAN JOSÉ DEL GUAVIARE,GUAVIARE,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE SANTA ROSA DE VITERBO,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE SANTA ROSA DE VITERBO,judicial,rama_judicial,SANTA ROSA DE VITERBO,BOYACÁ,JUDICIAL,
DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE YOPAL,DESPACHO 001 DE LA SALA ÚNICA DEL TRIBUNAL SUPERIOR DE YOPAL,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
DESPACHO 001 DE LA SECCION CUARTA DEL CONSEJO DE ESTADO,DESPACHO 001 DE LA SECCIÓN CUARTA DEL CONSEJO DE ESTADO,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 001 DE LA SECCION CUARTA DEL TRIBUNAL ADMINISTRATIVO DE CUNDINAMARCA,DESPACHO 001 DE LA SECCIÓN CUARTA DEL TRIBUNAL ADMINISTRATIVO DE  CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
DESPACHO 001 DE LA SECCION PRIMERA DEL CONSEJO DE ESTADO,DESPACHO 001 DE LA SECCIÓN PRIMERA DEL CONSEJO DE ESTADO,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 001 DE LA SECCION PRIMERA DEL TRIBUNAL ADMINISTRATIVO DE CUNDINAMARCA,DESPACHO 001 DE LA SECCIÓN PRIMERA DEL TRIBUNAL ADMINISTRATIVO DE  CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
DESPACHO 001 DE LA SECCION QUINTA DEL CONSEJO DE ESTADO,DESPACHO 001 DE LA SECCIÓN QUINTA DEL CONSEJO DE ESTADO,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 001 DE LA SECCION SEGUNDA DEL CONSEJO DE ESTADO,DESPACHO 001 DE LA SECCIÓN SEGUNDA DEL CONSEJO DE ESTADO,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 001 DE LA SECCION SEGUNDA DEL TRIBUNAL ADMINISTRATIVO DE CUNDINAMARCA,DESPACHO 001 DE LA SECCIÓN SEGUNDA DEL TRIBUNAL ADMINISTRATIVO DE  CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
DESPACHO 001 DE LA SECCION TERCERA DEL CONSEJO DE ESTADO,DESPACHO 001 DE LA SECCIÓN TERCERA DEL CONSEJO DE ESTADO,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 001 DE LA SECCION TERCERA DEL TRIBUNAL ADMINISTRATIVO DE CUNDINAMARCA,DESPACHO 001 DE LA SECCIÓN TERCERA DEL TRIBUNAL ADMINISTRATIVO DE  CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE ANTIOQUIA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  ANTIOQUIA,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE ARAUCA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  ARAUCA,judicial,rama_judicial,ARAUCA,ARAUCA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE ATLANTICO,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  ATLÁNTICO,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE BOLIVAR,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  BOLÍVAR,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE BOYACA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  BOYACÁ,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CALDAS,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  CALDAS,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CAQUETA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  CAQUETÁ,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CASANARE,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  CASANARE,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  CAUCA,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CESAR,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  CESAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CHOCO,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  CHOCÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CORDOBA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  CÓRDOBA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE HUILA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  HUILA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE LA GUAJIRA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  LA GUAJIRA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE MAGDALENA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  MAGDALENA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE META,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  META,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE NARINO,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  NARIÑO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE NORTE DE SANTANDER,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  NORTE DE SANTANDER,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE PUTUMAYO,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  PUTUMAYO,judicial,rama_judicial,MOCOA,PUTUMAYO,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE QUINDIO,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  QUINDÍO,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE RISARALDA,DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE RISARALDA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE SAN ANDRES,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  SAN ANDRÉS,judicial,rama_judicial,SAN ANDRÉS,SAN ANDRÉS,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE SANTANDER,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  SANTANDER,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE SUCRE,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  SUCRE,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE TOLIMA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  TOLIMA,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE VALLE DEL CAUCA,DESPACHO 001  DEL TRIBUNAL ADMINISTRATIVO DE  VALLE DEL CAUCA,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
DESPACHO 002 DE LA COMISION NACIONAL DE DISCIPLINA JUDICIAL,DESPACHO 002 DE LA  COMISIÓN NACIONAL DE DISCIPLINA JUDICIAL,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE ANTIOQUIA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE ANTIOQUIA,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOLIVAR,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE BOLÍVAR,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOYACA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE BOYACÁ,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CALDAS,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE CALDAS,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAQUETA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE CAQUETÁ,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CASANARE,DESPACHO 002 DE LA COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE CASANARE,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CHOCO,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE CHOCÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CORDOBA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE CÓRDOBA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CUNDINAMARCA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE LA GUAJIRA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE LA GUAJIRA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE NARINO,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE NARIÑO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE NORTE DE SANTANDER,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE NORTE DE SANTANDER,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE QUINDIO,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE QUINDÍO,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE RISARALDA,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE RISARALDA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE SANTANDER,DESPACHO 002 DE LA COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE SANTANDER,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE SUCRE,DESPACHO  002 DE LA  COMISIÓN SECCIONAL DE DISCIPLINA JUDICIAL DE SUCRE,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
